actual	greedy	beam_search	greedy_wer	greedy_cer	beam_search_wer	beam_search_cer
it began opening bureaus and offering subscriptions across canada	it began upaning brow hows and offering sobscration a cros canada	it began opening brows and offering abstraction across canada	0.6666666666666666	0.23076923076923078	0.2222222222222222	0.15384615384615385
trowbridge was presbyterian	topln brideh obas prints baateiy	rich as princes there	1.6666666666666667	0.6666666666666666	1.3333333333333333	0.6666666666666666
the compound was a type of gruel half solid and half liquid	l conmpownd was a tipe ofe grl hafe soede and haff licqwreche	compound was a type of girl half soled and haf licquet	0.75	0.3728813559322034	0.4166666666666667	0.2033898305084746
rosanette's newborn child becomes severely ill and lives only a short time	rother nats ineor bunshild becomes ser varly ill and livs onely as hod time	brother nats in uncle becomes every ill and lives only as home	0.8333333333333334	0.35135135135135137	0.6666666666666666	0.36486486486486486
the hawks subsequently signed bourque to a twoyear contract extension	sere oks soupsecquently sine borc to a to yere contraced extencion	she subsequently sing back to a two year contract extension	0.9	0.3188405797101449	0.6	0.2463768115942029
jif also makes almond butter and cashew butter	cshef also mixst almon batan wth caisoe bara	she also mixed and beaten with a bare	0.875	0.5217391304347826	0.875	0.5217391304347826
lee was also briefly a member of the alternative act gerling	le was also brifely a member ofthe artirnative arktan geli	lee was also briefly a member of the alternative archangel	0.6363636363636364	0.21666666666666667	0.18181818181818182	0.13333333333333333
the presentday cities were created on nearby sites after the lake was impounded	the present daystddes were riated on knere biy sits after the lake was impounded	the present day states were created one by its after the lake was impounded	0.46153846153846156	0.17721518987341772	0.46153846153846156	0.13924050632911392
spermatophores are the norm in arachnids and several soil arthropods	scredematthe frse as a norman aarkmad an sevle sol artrep	said mattie for as a norman alarmed and even on art	1.0	0.5	1.0	0.5588235294117647
the second summit of petrocaribe was held in montego bay jamaica	the sergand samit of pethro calibe was helld in ntie clobay to macah	the second summit of petrol caliber was held in one copy to macao	0.8181818181818182	0.328125	0.5454545454545454	0.25
it also hosts the annual pasir gudang international kite festival	it also hosed the anoal paseer godang international cite festivle	it also chose the anal passer going international festival	0.6	0.15384615384615385	0.5	0.23076923076923078
the surface of the roadway and sidewalks is asphalt concrete	the serfes of the rdy and sedwookes is ash felt concrite	the serfs of the day and so is ash felt contrite	0.6	0.3	0.6	0.36666666666666664
it traverses the extreme northern section of the pittsburgh metropolitan area	it treverses the extrme northern secion of the pitsprrg metropowlitin aria	it traverses the extreme northern section of the pittsburg metropolitan area	0.5454545454545454	0.12987012987012986	0.09090909090909091	0.012987012987012988
larval development occur in rotten wood	e le of vued devlept ment or cae in fore teni wd	of development or carin for ten d	1.8333333333333333	0.6410256410256411	1.0	0.41025641025641024
they also were releasing new music on santa cruz skateboard videos	theay also wer releasing kne musaick on santercro scadd bort vidos	they also were releasing no music on santa said boris	0.7272727272727273	0.25757575757575757	0.36363636363636365	0.2727272727272727
he is better known under his penname hermann	heis better nown under his pennme the hamon	he is better known under his pen name the hammon	0.75	0.18181818181818182	0.5	0.1590909090909091
martin recorded the vocals and piano takes in a studio in liverpool	marltin shuqultere dilforl cous at pianetic ais toud inerelpoarn	martin shelter for us at pine it is to interpret	1.0	0.6417910447761194	0.9166666666666666	0.5522388059701493
he died falling into a snowcovered crevasse while skiing the vallee blanche in chamonix	he he died faling into asno coverd cavars while scaing the valbranchan camoni	he he did falling into a snow covered cars while scanning the halbrane in common	0.7142857142857143	0.26436781609195403	0.6428571428571429	0.2988505747126437
abushiri's father was an ethnic arab and his mother a galla	abluisheiris father was an etny harol and his mother a gallon	besides father was an earl and his mother again	0.36363636363636365	0.2033898305084746	0.45454545454545453	0.3050847457627119
the colors and symbols of the flag carry cultural political and regional meanings	the colers and simbls of the black cry couter af politicol andrigino n	the coles and smells of the black croucher of political andrine	0.6923076923076923	0.32098765432098764	0.6153846153846154	0.4074074074074074
pausanias however reports a different story	brisinass however reports a difrnt story	business however reports a different story	0.3333333333333333	0.20930232558139536	0.16666666666666666	0.11627906976744186
they have steep terraced sides and broken summit crests riven into many pinnacles	donw stepe to wrws faes and broon'soid crests roven into manck pagncl	down step to rows fares and bronson crests even into man	0.7692307692307693	0.4444444444444444	0.7692307692307693	0.49382716049382713
there are certain animals which should never be spoken of	there ar serton animals which should never be spokan ove	there are certain animals which should never be spoken of	0.4	0.12280701754385964	0.0	0.0
the video saw mcfarlane and harris perform the song in a bowling alley	thei're fory yor som mint se florinana ho his prihander sond in a boling ag	therefore your some mint florentina who is anderson in a boiling rage	1.0	0.6285714285714286	0.8461538461538461	0.6285714285714286
they reside in kelowna british columbia during the offseason	ther reside in canomon tetous canindar donetoe otia	there reside in notes and don't i	0.7777777777777778	0.55	0.7777777777777778	0.6333333333333333
john miller and widow of vincent loockerman	csory rinla and wied dw off sstimns samt lokcanin	yea and of a loan	1.1428571428571428	0.627906976744186	0.7142857142857143	0.6744186046511628
he goes to a field in the middle of the city	he as blus to haf fid in the miile of the seton	he was lost to her in the middle of the seat	0.5454545454545454	0.36363636363636365	0.45454545454545453	0.36363636363636365
his third wife cresentia survived him	his therd wife gresinca sorvived him	his third wife since survived him	0.5	0.16216216216216217	0.16666666666666666	0.1891891891891892
congenital hypothyroidism can be endemic genetic or sporadic	qngeneitsol hip with tha roudyes incombey an demmeck genetsik ospoaradick	congenital hip with the roads in combe and genetic sporadic	1.25	0.5833333333333334	1.0	0.4166666666666667
theirs is one of the most wellknown stories from the book of mormon	thiers as won nos a mowsth wel nown storys frome the buchoff nar marn	theirs was not a most well known stories from the back of a man	1.0	0.40298507462686567	0.6923076923076923	0.23880597014925373
flores represented argentina at various youth levels	flors wrepresented arginteana at verious eyth levles	florus represented argentan at various th levels	0.8571428571428571	0.21153846153846154	0.42857142857142855	0.11538461538461539
under greek influence the goddess was apparently exchanged for the fortune of the city	ander grad infroans the goddes was aparantly exchainged fore ti fartiornal ssiti	under grad in france the gods was apparently exchanged for the frolic	0.8571428571428571	0.3372093023255814	0.5714285714285714	0.29069767441860467
the song was written by sia and american record producer jack antonoff	their some wers eretan ba thee and ameicaneddrocud produsa jek andsrno	the same was eton bathe and americano prosaic and sereno	0.9166666666666666	0.45714285714285713	0.75	0.4714285714285714
